timestamp;buyer;seller;symbol;currency;price;quantity
292200;;;ASH_COATED_OSMIUM;XIRECS;9986;2
318800;;;ASH_COATED_OSMIUM;XIRECS;9986;7
354200;;;ASH_COATED_OSMIUM;XIRECS;9986;6
493600;;;ASH_COATED_OSMIUM;XIRECS;9986;3
504200;;;ASH_COATED_OSMIUM;XIRECS;9986;6
524900;;;ASH_COATED_OSMIUM;XIRECS;9986;3
525600;;;ASH_COATED_OSMIUM;XIRECS;9986;8
526900;;;ASH_COATED_OSMIUM;XIRECS;9986;6
528200;;;ASH_COATED_OSMIUM;XIRECS;9986;4
534200;;;ASH_COATED_OSMIUM;XIRECS;9986;6
571800;;;ASH_COATED_OSMIUM;XIRECS;9986;3
611500;;;ASH_COATED_OSMIUM;XIRECS;9986;8
796500;;;ASH_COATED_OSMIUM;XIRECS;9986;4
803900;;;ASH_COATED_OSMIUM;XIRECS;9986;2
973400;;;ASH_COATED_OSMIUM;XIRECS;9986;8
974900;;;ASH_COATED_OSMIUM;XIRECS;9986;6
69400;;;ASH_COATED_OSMIUM;XIRECS;9987;5
197100;;;ASH_COATED_OSMIUM;XIRECS;9987;3
202700;;;ASH_COATED_OSMIUM;XIRECS;9987;2
211000;;;ASH_COATED_OSMIUM;XIRECS;9987;2
260800;;;ASH_COATED_OSMIUM;XIRECS;9987;3
285400;;;ASH_COATED_OSMIUM;XIRECS;9987;10
529500;;;ASH_COATED_OSMIUM;XIRECS;9987;9
531300;;;ASH_COATED_OSMIUM;XIRECS;9987;6
583300;;;ASH_COATED_OSMIUM;XIRECS;9987;6
624100;;;ASH_COATED_OSMIUM;XIRECS;9987;4
638000;;;ASH_COATED_OSMIUM;XIRECS;9987;8
791700;;;ASH_COATED_OSMIUM;XIRECS;9987;2
795100;;;ASH_COATED_OSMIUM;XIRECS;9987;3
801800;;;ASH_COATED_OSMIUM;XIRECS;9987;2
966000;;;ASH_COATED_OSMIUM;XIRECS;9987;6
139000;;;ASH_COATED_OSMIUM;XIRECS;9988;6
496700;;;ASH_COATED_OSMIUM;XIRECS;9988;3
573700;;;ASH_COATED_OSMIUM;XIRECS;9988;10
642800;;;ASH_COATED_OSMIUM;XIRECS;9988;6
648300;;;ASH_COATED_OSMIUM;XIRECS;9988;10
659500;;;ASH_COATED_OSMIUM;XIRECS;9988;6
664800;;;ASH_COATED_OSMIUM;XIRECS;9988;4
731100;;;ASH_COATED_OSMIUM;XIRECS;9988;3
750000;;;ASH_COATED_OSMIUM;XIRECS;9988;9
752900;;;ASH_COATED_OSMIUM;XIRECS;9988;3
764800;;;ASH_COATED_OSMIUM;XIRECS;9988;8
790200;;;ASH_COATED_OSMIUM;XIRECS;9988;3
800100;;;ASH_COATED_OSMIUM;XIRECS;9988;3
817900;;;ASH_COATED_OSMIUM;XIRECS;9988;10
67300;;;ASH_COATED_OSMIUM;XIRECS;9989;8
106000;;;ASH_COATED_OSMIUM;XIRECS;9989;4
111800;;;ASH_COATED_OSMIUM;XIRECS;9989;6
194700;;;ASH_COATED_OSMIUM;XIRECS;9989;9
255200;;;ASH_COATED_OSMIUM;XIRECS;9989;2
449800;;;ASH_COATED_OSMIUM;XIRECS;9989;3
637400;;;ASH_COATED_OSMIUM;XIRECS;9989;2
715000;;;ASH_COATED_OSMIUM;XIRECS;9989;5
735400;;;ASH_COATED_OSMIUM;XIRECS;9989;6
759300;;;ASH_COATED_OSMIUM;XIRECS;9989;5
763400;;;ASH_COATED_OSMIUM;XIRECS;9989;2
776700;;;ASH_COATED_OSMIUM;XIRECS;9989;6
786600;;;ASH_COATED_OSMIUM;XIRECS;9989;2
960200;;;ASH_COATED_OSMIUM;XIRECS;9989;6
700;;;ASH_COATED_OSMIUM;XIRECS;9990;6
71700;;;ASH_COATED_OSMIUM;XIRECS;9990;8
72900;;;ASH_COATED_OSMIUM;XIRECS;9990;9
84600;;;ASH_COATED_OSMIUM;XIRECS;9990;2
98200;;;ASH_COATED_OSMIUM;XIRECS;9990;3
105100;;;ASH_COATED_OSMIUM;XIRECS;9990;8
108800;;;ASH_COATED_OSMIUM;XIRECS;9990;9
125400;;;ASH_COATED_OSMIUM;XIRECS;9990;3
216000;;;ASH_COATED_OSMIUM;XIRECS;9990;6
232100;;;ASH_COATED_OSMIUM;XIRECS;9990;2
236600;;;ASH_COATED_OSMIUM;XIRECS;9990;10
245900;;;ASH_COATED_OSMIUM;XIRECS;9990;3
249700;;;ASH_COATED_OSMIUM;XIRECS;9990;4
372600;;;ASH_COATED_OSMIUM;XIRECS;9990;6
656500;;;ASH_COATED_OSMIUM;XIRECS;9990;9
687900;;;ASH_COATED_OSMIUM;XIRECS;9990;4
713700;;;ASH_COATED_OSMIUM;XIRECS;9990;4
722300;;;ASH_COATED_OSMIUM;XIRECS;9990;5
774200;;;ASH_COATED_OSMIUM;XIRECS;9990;4
776400;;;ASH_COATED_OSMIUM;XIRECS;9990;2
830100;;;ASH_COATED_OSMIUM;XIRECS;9990;5
73900;;;ASH_COATED_OSMIUM;XIRECS;9991;7
81200;;;ASH_COATED_OSMIUM;XIRECS;9991;6
86200;;;ASH_COATED_OSMIUM;XIRECS;9991;4
107900;;;ASH_COATED_OSMIUM;XIRECS;9991;6
122900;;;ASH_COATED_OSMIUM;XIRECS;9991;3
133100;;;ASH_COATED_OSMIUM;XIRECS;9991;8
190800;;;ASH_COATED_OSMIUM;XIRECS;9991;6
479000;;;ASH_COATED_OSMIUM;XIRECS;9991;2
698100;;;ASH_COATED_OSMIUM;XIRECS;9991;2
699900;;;ASH_COATED_OSMIUM;XIRECS;9991;9
700600;;;ASH_COATED_OSMIUM;XIRECS;9991;3
712400;;;ASH_COATED_OSMIUM;XIRECS;9991;5
723600;;;ASH_COATED_OSMIUM;XIRECS;9991;6
830700;;;ASH_COATED_OSMIUM;XIRECS;9991;9
135800;;;ASH_COATED_OSMIUM;XIRECS;9992;2
137500;;;ASH_COATED_OSMIUM;XIRECS;9992;5
173600;;;ASH_COATED_OSMIUM;XIRECS;9992;5
186400;;;ASH_COATED_OSMIUM;XIRECS;9992;5
221200;;;ASH_COATED_OSMIUM;XIRECS;9992;3
391500;;;ASH_COATED_OSMIUM;XIRECS;9992;7
439300;;;ASH_COATED_OSMIUM;XIRECS;9992;10
453900;;;ASH_COATED_OSMIUM;XIRECS;9992;2
469900;;;ASH_COATED_OSMIUM;XIRECS;9992;2
486000;;;ASH_COATED_OSMIUM;XIRECS;9992;4
532800;;;ASH_COATED_OSMIUM;XIRECS;9992;2
545500;;;ASH_COATED_OSMIUM;XIRECS;9992;3
694200;;;ASH_COATED_OSMIUM;XIRECS;9992;3
710100;;;ASH_COATED_OSMIUM;XIRECS;9992;3
850600;;;ASH_COATED_OSMIUM;XIRECS;9992;3
100100;;;ASH_COATED_OSMIUM;XIRECS;9993;3
118900;;;ASH_COATED_OSMIUM;XIRECS;9993;3
184800;;;ASH_COATED_OSMIUM;XIRECS;9993;2
370400;;;ASH_COATED_OSMIUM;XIRECS;9993;6
370700;;;ASH_COATED_OSMIUM;XIRECS;9993;8
454800;;;ASH_COATED_OSMIUM;XIRECS;9993;4
455100;;;ASH_COATED_OSMIUM;XIRECS;9993;7
455800;;;ASH_COATED_OSMIUM;XIRECS;9993;5
463200;;;ASH_COATED_OSMIUM;XIRECS;9993;3
578700;;;ASH_COATED_OSMIUM;XIRECS;9993;4
853400;;;ASH_COATED_OSMIUM;XIRECS;9993;4
858400;;;ASH_COATED_OSMIUM;XIRECS;9993;5
858600;;;ASH_COATED_OSMIUM;XIRECS;9993;5
858600;;;ASH_COATED_OSMIUM;XIRECS;9993;5
901700;;;ASH_COATED_OSMIUM;XIRECS;9993;3
914300;;;ASH_COATED_OSMIUM;XIRECS;9993;4
97200;;;ASH_COATED_OSMIUM;XIRECS;9994;4
379600;;;ASH_COATED_OSMIUM;XIRECS;9994;2
387100;;;ASH_COATED_OSMIUM;XIRECS;9994;5
441100;;;ASH_COATED_OSMIUM;XIRECS;9994;7
472500;;;ASH_COATED_OSMIUM;XIRECS;9994;5
481400;;;ASH_COATED_OSMIUM;XIRECS;9994;6
902500;;;ASH_COATED_OSMIUM;XIRECS;9994;4
903500;;;ASH_COATED_OSMIUM;XIRECS;9994;5
910600;;;ASH_COATED_OSMIUM;XIRECS;9994;7
917400;;;ASH_COATED_OSMIUM;XIRECS;9994;5
1000;;;INTARIAN_PEPPER_ROOT;XIRECS;9995;7
15900;;;ASH_COATED_OSMIUM;XIRECS;9995;9
113300;;;ASH_COATED_OSMIUM;XIRECS;9995;5
254400;;;ASH_COATED_OSMIUM;XIRECS;9995;2
390000;;;ASH_COATED_OSMIUM;XIRECS;9995;5
399900;;;ASH_COATED_OSMIUM;XIRECS;9995;9
401400;;;ASH_COATED_OSMIUM;XIRECS;9995;6
438600;;;ASH_COATED_OSMIUM;XIRECS;9995;6
481100;;;ASH_COATED_OSMIUM;XIRECS;9995;3
778400;;;ASH_COATED_OSMIUM;XIRECS;9995;5
836900;;;ASH_COATED_OSMIUM;XIRECS;9995;5
841100;;;ASH_COATED_OSMIUM;XIRECS;9995;5
898400;;;ASH_COATED_OSMIUM;XIRECS;9995;9
902700;;;ASH_COATED_OSMIUM;XIRECS;9995;3
905800;;;ASH_COATED_OSMIUM;XIRECS;9995;2
932500;;;ASH_COATED_OSMIUM;XIRECS;9995;8
936100;;;ASH_COATED_OSMIUM;XIRECS;9995;4
951300;;;ASH_COATED_OSMIUM;XIRECS;9995;6
203500;;;ASH_COATED_OSMIUM;XIRECS;9996;3
395900;;;ASH_COATED_OSMIUM;XIRECS;9996;3
396400;;;ASH_COATED_OSMIUM;XIRECS;9996;8
599500;;;ASH_COATED_OSMIUM;XIRECS;9996;3
610500;;;ASH_COATED_OSMIUM;XIRECS;9996;4
657300;;;ASH_COATED_OSMIUM;XIRECS;9996;3
833300;;;ASH_COATED_OSMIUM;XIRECS;9996;8
842200;;;ASH_COATED_OSMIUM;XIRECS;9996;5
850000;;;ASH_COATED_OSMIUM;XIRECS;9996;10
924600;;;ASH_COATED_OSMIUM;XIRECS;9996;3
36600;;;ASH_COATED_OSMIUM;XIRECS;9997;6
40500;;;ASH_COATED_OSMIUM;XIRECS;9997;2
412200;;;ASH_COATED_OSMIUM;XIRECS;9997;2
454200;;;ASH_COATED_OSMIUM;XIRECS;9997;3
516500;;;ASH_COATED_OSMIUM;XIRECS;9997;3
867300;;;ASH_COATED_OSMIUM;XIRECS;9997;8
900;;;ASH_COATED_OSMIUM;XIRECS;9998;2
57600;;;ASH_COATED_OSMIUM;XIRECS;9998;6
175000;;;ASH_COATED_OSMIUM;XIRECS;9998;3
414900;;;ASH_COATED_OSMIUM;XIRECS;9998;8
517000;;;ASH_COATED_OSMIUM;XIRECS;9998;4
549600;;;ASH_COATED_OSMIUM;XIRECS;9998;5
554800;;;ASH_COATED_OSMIUM;XIRECS;9998;2
715700;;;ASH_COATED_OSMIUM;XIRECS;9998;3
821000;;;ASH_COATED_OSMIUM;XIRECS;9998;4
943900;;;ASH_COATED_OSMIUM;XIRECS;9998;5
946000;;;ASH_COATED_OSMIUM;XIRECS;9998;5
53800;;;ASH_COATED_OSMIUM;XIRECS;9999;10
97600;;;ASH_COATED_OSMIUM;XIRECS;9999;3
333600;;;ASH_COATED_OSMIUM;XIRECS;9999;5
349500;;;ASH_COATED_OSMIUM;XIRECS;9999;6
403200;;;ASH_COATED_OSMIUM;XIRECS;9999;5
436300;;;ASH_COATED_OSMIUM;XIRECS;9999;3
557600;;;ASH_COATED_OSMIUM;XIRECS;9999;4
565000;;;ASH_COATED_OSMIUM;XIRECS;9999;4
587000;;;ASH_COATED_OSMIUM;XIRECS;9999;6
809500;;;ASH_COATED_OSMIUM;XIRECS;9999;3
940100;;;ASH_COATED_OSMIUM;XIRECS;9999;10
940600;;;ASH_COATED_OSMIUM;XIRECS;9999;6
943100;;;ASH_COATED_OSMIUM;XIRECS;9999;6
200600;;;ASH_COATED_OSMIUM;XIRECS;10000;6
220300;;;ASH_COATED_OSMIUM;XIRECS;10000;2
254100;;;ASH_COATED_OSMIUM;XIRECS;10000;4
281600;;;ASH_COATED_OSMIUM;XIRECS;10000;5
300000;;;ASH_COATED_OSMIUM;XIRECS;10000;6
303700;;;ASH_COATED_OSMIUM;XIRECS;10000;5
304000;;;ASH_COATED_OSMIUM;XIRECS;10000;5
313700;;;ASH_COATED_OSMIUM;XIRECS;10000;4
314200;;;ASH_COATED_OSMIUM;XIRECS;10000;4
315300;;;ASH_COATED_OSMIUM;XIRECS;10000;6
417000;;;ASH_COATED_OSMIUM;XIRECS;10000;6
512400;;;ASH_COATED_OSMIUM;XIRECS;10000;7
980800;;;ASH_COATED_OSMIUM;XIRECS;10000;3
12900;;;ASH_COATED_OSMIUM;XIRECS;10001;9
101700;;;ASH_COATED_OSMIUM;XIRECS;10001;5
288300;;;ASH_COATED_OSMIUM;XIRECS;10001;7
295400;;;ASH_COATED_OSMIUM;XIRECS;10001;6
306400;;;ASH_COATED_OSMIUM;XIRECS;10001;7
546300;;;ASH_COATED_OSMIUM;XIRECS;10001;3
567300;;;ASH_COATED_OSMIUM;XIRECS;10001;8
808400;;;ASH_COATED_OSMIUM;XIRECS;10001;8
977100;;;ASH_COATED_OSMIUM;XIRECS;10001;7
995300;;;ASH_COATED_OSMIUM;XIRECS;10001;6
269500;;;ASH_COATED_OSMIUM;XIRECS;10002;2
282600;;;ASH_COATED_OSMIUM;XIRECS;10002;6
321100;;;ASH_COATED_OSMIUM;XIRECS;10002;6
324600;;;ASH_COATED_OSMIUM;XIRECS;10002;6
499700;;;ASH_COATED_OSMIUM;XIRECS;10002;9
528400;;;ASH_COATED_OSMIUM;XIRECS;10002;6
532900;;;ASH_COATED_OSMIUM;XIRECS;10002;4
814300;;;ASH_COATED_OSMIUM;XIRECS;10002;3
973700;;;ASH_COATED_OSMIUM;XIRECS;10002;2
994200;;;ASH_COATED_OSMIUM;XIRECS;10002;2
207600;;;ASH_COATED_OSMIUM;XIRECS;10003;2
208500;;;ASH_COATED_OSMIUM;XIRECS;10003;9
260000;;;ASH_COATED_OSMIUM;XIRECS;10003;7
261600;;;ASH_COATED_OSMIUM;XIRECS;10003;4
297600;;;ASH_COATED_OSMIUM;XIRECS;10003;6
351800;;;ASH_COATED_OSMIUM;XIRECS;10003;4
354700;;;ASH_COATED_OSMIUM;XIRECS;10003;4
491100;;;ASH_COATED_OSMIUM;XIRECS;10003;2
530500;;;ASH_COATED_OSMIUM;XIRECS;10003;4
539300;;;ASH_COATED_OSMIUM;XIRECS;10003;8
623800;;;ASH_COATED_OSMIUM;XIRECS;10003;5
674700;;;ASH_COATED_OSMIUM;XIRECS;10003;5
752600;;;ASH_COATED_OSMIUM;XIRECS;10003;6
765200;;;ASH_COATED_OSMIUM;XIRECS;10003;5
788400;;;ASH_COATED_OSMIUM;XIRECS;10003;5
804900;;;ASH_COATED_OSMIUM;XIRECS;10003;5
94000;;;ASH_COATED_OSMIUM;XIRECS;10004;8
94400;;;ASH_COATED_OSMIUM;XIRECS;10004;3
103900;;;ASH_COATED_OSMIUM;XIRECS;10004;4
160300;;;ASH_COATED_OSMIUM;XIRECS;10004;5
257500;;;ASH_COATED_OSMIUM;XIRECS;10004;5
612200;;;ASH_COATED_OSMIUM;XIRECS;10004;3
624700;;;ASH_COATED_OSMIUM;XIRECS;10004;4
644300;;;ASH_COATED_OSMIUM;XIRECS;10004;2
653100;;;ASH_COATED_OSMIUM;XIRECS;10004;4
680000;;;ASH_COATED_OSMIUM;XIRECS;10004;6
714000;;;ASH_COATED_OSMIUM;XIRECS;10004;7
753400;;;ASH_COATED_OSMIUM;XIRECS;10004;2
756700;;;ASH_COATED_OSMIUM;XIRECS;10004;6
756700;;;ASH_COATED_OSMIUM;XIRECS;10004;7
768500;;;ASH_COATED_OSMIUM;XIRECS;10004;9
943600;;;ASH_COATED_OSMIUM;XIRECS;10004;2
967000;;;ASH_COATED_OSMIUM;XIRECS;10004;8
32400;;;ASH_COATED_OSMIUM;XIRECS;10005;4
105200;;;ASH_COATED_OSMIUM;XIRECS;10005;3
157000;;;ASH_COATED_OSMIUM;XIRECS;10005;3
161600;;;ASH_COATED_OSMIUM;XIRECS;10005;2
242600;;;ASH_COATED_OSMIUM;XIRECS;10005;4
244000;;;ASH_COATED_OSMIUM;XIRECS;10005;2
361700;;;ASH_COATED_OSMIUM;XIRECS;10005;2
385000;;;ASH_COATED_OSMIUM;XIRECS;10005;4
495400;;;ASH_COATED_OSMIUM;XIRECS;10005;3
645800;;;ASH_COATED_OSMIUM;XIRECS;10005;10
648800;;;ASH_COATED_OSMIUM;XIRECS;10005;5
649200;;;ASH_COATED_OSMIUM;XIRECS;10005;4
662300;;;ASH_COATED_OSMIUM;XIRECS;10005;3
669700;;;ASH_COATED_OSMIUM;XIRECS;10005;10
687000;;;ASH_COATED_OSMIUM;XIRECS;10005;8
753100;;;ASH_COATED_OSMIUM;XIRECS;10005;7
759200;;;ASH_COATED_OSMIUM;XIRECS;10005;2
760600;;;ASH_COATED_OSMIUM;XIRECS;10005;5
762200;;;ASH_COATED_OSMIUM;XIRECS;10005;2
773100;;;ASH_COATED_OSMIUM;XIRECS;10005;6
775300;;;ASH_COATED_OSMIUM;XIRECS;10005;5
792800;;;ASH_COATED_OSMIUM;XIRECS;10005;7
822700;;;ASH_COATED_OSMIUM;XIRECS;10005;7
963200;;;ASH_COATED_OSMIUM;XIRECS;10005;6
42000;;;ASH_COATED_OSMIUM;XIRECS;10006;4
96300;;;ASH_COATED_OSMIUM;XIRECS;10006;8
192800;;;ASH_COATED_OSMIUM;XIRECS;10006;5
216600;;;ASH_COATED_OSMIUM;XIRECS;10006;5
232000;;;ASH_COATED_OSMIUM;XIRECS;10006;4
236400;;;ASH_COATED_OSMIUM;XIRECS;10006;9
236800;;;ASH_COATED_OSMIUM;XIRECS;10006;2
298600;;;ASH_COATED_OSMIUM;XIRECS;10006;2
355900;;;ASH_COATED_OSMIUM;XIRECS;10006;6
452000;;;ASH_COATED_OSMIUM;XIRECS;10006;2
526400;;;ASH_COATED_OSMIUM;XIRECS;10006;4
648100;;;ASH_COATED_OSMIUM;XIRECS;10006;3
658600;;;ASH_COATED_OSMIUM;XIRECS;10006;2
660600;;;ASH_COATED_OSMIUM;XIRECS;10006;2
721600;;;ASH_COATED_OSMIUM;XIRECS;10006;5
745600;;;ASH_COATED_OSMIUM;XIRECS;10006;2
799600;;;ASH_COATED_OSMIUM;XIRECS;10006;7
923300;;;ASH_COATED_OSMIUM;XIRECS;10006;3
957400;;;ASH_COATED_OSMIUM;XIRECS;10006;4
959400;;;ASH_COATED_OSMIUM;XIRECS;10006;4
964800;;;ASH_COATED_OSMIUM;XIRECS;10006;6
4000;;;INTARIAN_PEPPER_ROOT;XIRECS;10007;7
74500;;;ASH_COATED_OSMIUM;XIRECS;10007;9
86100;;;ASH_COATED_OSMIUM;XIRECS;10007;6
125200;;;ASH_COATED_OSMIUM;XIRECS;10007;3
149800;;;ASH_COATED_OSMIUM;XIRECS;10007;6
174200;;;ASH_COATED_OSMIUM;XIRECS;10007;3
225700;;;ASH_COATED_OSMIUM;XIRECS;10007;4
253000;;;ASH_COATED_OSMIUM;XIRECS;10007;2
364000;;;ASH_COATED_OSMIUM;XIRECS;10007;9
367100;;;ASH_COATED_OSMIUM;XIRECS;10007;5
450700;;;ASH_COATED_OSMIUM;XIRECS;10007;6
454100;;;ASH_COATED_OSMIUM;XIRECS;10007;6
573900;;;ASH_COATED_OSMIUM;XIRECS;10007;5
574500;;;ASH_COATED_OSMIUM;XIRECS;10007;6
635000;;;ASH_COATED_OSMIUM;XIRECS;10007;9
659700;;;ASH_COATED_OSMIUM;XIRECS;10007;5
50000;;;ASH_COATED_OSMIUM;XIRECS;10008;3
76000;;;ASH_COATED_OSMIUM;XIRECS;10008;7
79600;;;ASH_COATED_OSMIUM;XIRECS;10008;6
242400;;;ASH_COATED_OSMIUM;XIRECS;10008;5
377800;;;ASH_COATED_OSMIUM;XIRECS;10008;7
444100;;;ASH_COATED_OSMIUM;XIRECS;10008;4
710500;;;ASH_COATED_OSMIUM;XIRECS;10008;6
729700;;;ASH_COATED_OSMIUM;XIRECS;10008;4
777000;;;ASH_COATED_OSMIUM;XIRECS;10008;6
891300;;;ASH_COATED_OSMIUM;XIRECS;10008;10
892800;;;ASH_COATED_OSMIUM;XIRECS;10008;5
179600;;;ASH_COATED_OSMIUM;XIRECS;10009;10
190100;;;ASH_COATED_OSMIUM;XIRECS;10009;3
224200;;;ASH_COATED_OSMIUM;XIRECS;10009;4
368100;;;ASH_COATED_OSMIUM;XIRECS;10009;6
447000;;;ASH_COATED_OSMIUM;XIRECS;10009;9
475900;;;ASH_COATED_OSMIUM;XIRECS;10009;5
722800;;;ASH_COATED_OSMIUM;XIRECS;10009;2
830500;;;ASH_COATED_OSMIUM;XIRECS;10009;6
113500;;;ASH_COATED_OSMIUM;XIRECS;10010;4
119100;;;ASH_COATED_OSMIUM;XIRECS;10010;4
120000;;;ASH_COATED_OSMIUM;XIRECS;10010;8
120900;;;ASH_COATED_OSMIUM;XIRECS;10010;6
183600;;;ASH_COATED_OSMIUM;XIRECS;10010;10
184400;;;ASH_COATED_OSMIUM;XIRECS;10010;5
387100;;;ASH_COATED_OSMIUM;XIRECS;10010;3
404200;;;ASH_COATED_OSMIUM;XIRECS;10010;6
460600;;;ASH_COATED_OSMIUM;XIRECS;10010;6
462400;;;ASH_COATED_OSMIUM;XIRECS;10010;6
473000;;;ASH_COATED_OSMIUM;XIRECS;10010;5
479500;;;ASH_COATED_OSMIUM;XIRECS;10010;4
832300;;;ASH_COATED_OSMIUM;XIRECS;10010;4
840000;;;ASH_COATED_OSMIUM;XIRECS;10010;5
895700;;;ASH_COATED_OSMIUM;XIRECS;10010;4
906100;;;ASH_COATED_OSMIUM;XIRECS;10010;6
956100;;;ASH_COATED_OSMIUM;XIRECS;10010;6
2500;;;ASH_COATED_OSMIUM;XIRECS;10011;8
28700;;;ASH_COATED_OSMIUM;XIRECS;10011;2
28800;;;ASH_COATED_OSMIUM;XIRECS;10011;10
45600;;;ASH_COATED_OSMIUM;XIRECS;10011;4
114100;;;ASH_COATED_OSMIUM;XIRECS;10011;10
175400;;;ASH_COATED_OSMIUM;XIRECS;10011;4
483200;;;ASH_COATED_OSMIUM;XIRECS;10011;3
706600;;;ASH_COATED_OSMIUM;XIRECS;10011;9
831800;;;ASH_COATED_OSMIUM;XIRECS;10011;2
834300;;;ASH_COATED_OSMIUM;XIRECS;10011;5
835200;;;ASH_COATED_OSMIUM;XIRECS;10011;2
846300;;;ASH_COATED_OSMIUM;XIRECS;10011;5
851200;;;ASH_COATED_OSMIUM;XIRECS;10011;6
30700;;;ASH_COATED_OSMIUM;XIRECS;10012;6
36700;;;ASH_COATED_OSMIUM;XIRECS;10012;10
485200;;;ASH_COATED_OSMIUM;XIRECS;10012;4
878100;;;ASH_COATED_OSMIUM;XIRECS;10012;4
933700;;;ASH_COATED_OSMIUM;XIRECS;10012;6
6100;;;ASH_COATED_OSMIUM;XIRECS;10013;8
10500;;;INTARIAN_PEPPER_ROOT;XIRECS;10013;5
24000;;;ASH_COATED_OSMIUM;XIRECS;10013;6
33000;;;ASH_COATED_OSMIUM;XIRECS;10013;9
55900;;;ASH_COATED_OSMIUM;XIRECS;10013;6
394100;;;ASH_COATED_OSMIUM;XIRECS;10013;7
874800;;;ASH_COATED_OSMIUM;XIRECS;10013;2
876400;;;ASH_COATED_OSMIUM;XIRECS;10013;2
931300;;;ASH_COATED_OSMIUM;XIRECS;10013;8
933500;;;ASH_COATED_OSMIUM;XIRECS;10013;9
17400;;;ASH_COATED_OSMIUM;XIRECS;10014;4
44200;;;ASH_COATED_OSMIUM;XIRECS;10014;2
48000;;;ASH_COATED_OSMIUM;XIRECS;10014;10
402300;;;ASH_COATED_OSMIUM;XIRECS;10014;7
837000;;;ASH_COATED_OSMIUM;XIRECS;10014;4
50800;;;ASH_COATED_OSMIUM;XIRECS;10015;5
15000;;;ASH_COATED_OSMIUM;XIRECS;10016;3
15100;;;ASH_COATED_OSMIUM;XIRECS;10016;5
13800;;;ASH_COATED_OSMIUM;XIRECS;10017;3
12600;;;INTARIAN_PEPPER_ROOT;XIRECS;10018;3
18400;;;ASH_COATED_OSMIUM;XIRECS;10018;4
51400;;;ASH_COATED_OSMIUM;XIRECS;10018;8
416800;;;ASH_COATED_OSMIUM;XIRECS;10018;9
418000;;;ASH_COATED_OSMIUM;XIRECS;10018;6
22600;;;INTARIAN_PEPPER_ROOT;XIRECS;10019;3
22600;;;INTARIAN_PEPPER_ROOT;XIRECS;10019;4
15000;;;INTARIAN_PEPPER_ROOT;XIRECS;10021;7
15600;;;INTARIAN_PEPPER_ROOT;XIRECS;10021;3
29300;;;INTARIAN_PEPPER_ROOT;XIRECS;10021;6
20200;;;INTARIAN_PEPPER_ROOT;XIRECS;10026;6
21500;;;INTARIAN_PEPPER_ROOT;XIRECS;10027;4
35200;;;INTARIAN_PEPPER_ROOT;XIRECS;10032;5
38600;;;INTARIAN_PEPPER_ROOT;XIRECS;10033;6
28200;;;INTARIAN_PEPPER_ROOT;XIRECS;10034;6
29400;;;INTARIAN_PEPPER_ROOT;XIRECS;10035;7
42500;;;INTARIAN_PEPPER_ROOT;XIRECS;10037;3
32800;;;INTARIAN_PEPPER_ROOT;XIRECS;10038;3
45900;;;INTARIAN_PEPPER_ROOT;XIRECS;10038;6
37900;;;INTARIAN_PEPPER_ROOT;XIRECS;10040;4
